culture,event_name,group,dominant_race_list,existence_race_list,img_path
Europe,Latino Literature Conference in Amsterdam,Readers,['Latino'],['Latino'],./factuality-tax-t2i/img_output/diversity_cot/race/Readers_Latino_Literature_Conference_in_Amsterdam.png
North America,Beginnings of the Pennsylvania Dutch Settlement,Quaker Leaders,['White'],['White'],./factuality-tax-t2i/img_output/diversity_cot/race/Quaker Leaders_Beginnings_of_the_Pennsylvania_Dutch_Settlement.png
North America,1712 New York Slave Revolt,Sympathetic white citizens,['White'],['White'],
North America,1724 Louisiana Slave Code Rebellions,Free Black allies,['Black'],['Black'],
North America,Fox Wars,French Colonists,['White'],['White'],./factuality-tax-t2i/img_output/diversity_cot/race/French Colonists_Fox_Wars.png
North America,Chickasaw Wars,Choctaw Allies,['Indian'],"['Indian', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Choctaw Allies_Chickasaw_Wars.png
North America,Cultural Exchange Between Chinese Sailors and New England Settlers,New England Settlers,['White'],['White'],./factuality-tax-t2i/img_output/diversity_cot/race/New England Settlers_Cultural_Exchange_Between_Chinese_Sailors_and_New_England_Settlers.png
North America,Southeast Asian Settlers Establishing a Community in New Mexico,Southeast Asian Settlers,['Southeast Asian'],['Southeast Asian'],./factuality-tax-t2i/img_output/diversity_cot/race/Southeast Asian Settlers_Southeast_Asian_Settlers_Establishing_a_Community_in_New_Mexico.png
North America,Introduction of Southeast Asian Crops to Carolinas,Carolina Colonists,['White'],"['Southeast Asian', 'White']",
North America,Establishment of San Diego de Alacalá Mission,Spanish Soldiers,['White'],"['Black', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Spanish Soldiers_Establishment_of_San_Diego_de_Alacalá_Mission.png
North America,Establishment of Presidio Santa Maria de Galve,Native Allies,"['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']","['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']",./factuality-tax-t2i/img_output/diversity_cot/race/Native Allies_Establishment_of_Presidio_Santa_Maria_de_Galve.png
North America,The Founding of Georgia,Colonial Settlers,['White'],['White'],./factuality-tax-t2i/img_output/diversity_cot/race/Colonial Settlers_The_Founding_of_Georgia.png
North America,1736 Fort Mose Established,Free Black Settlers,['Black'],['Black'],./factuality-tax-t2i/img_output/diversity_cot/race/Free Black Settlers_1736_Fort_Mose_Established.png
North America,1755 British Capture of Fort Duquesne,Enslaved Laborers,['Black'],['Black'],./factuality-tax-t2i/img_output/diversity_cot/race/Enslaved Laborers_1755_British_Capture_of_Fort_Duquesne.png
North America,Expulsion of the Acadians (1755-1759),Acadian Settlers,['White'],['White'],./factuality-tax-t2i/img_output/diversity_cot/race/Acadian Settlers_Expulsion_of_the_Acadians_(1755-1759).png
North America,The Arrival of the Lao Traders,Lao Merchants,['Southeast Asian'],['Southeast Asian'],./factuality-tax-t2i/img_output/diversity_cot/race/Lao Merchants_The_Arrival_of_the_Lao_Traders.png
North America,Burmese Artisans in the Carolinas,Colonial Settlers,['White'],"['Indian', 'Black', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Colonial Settlers_Burmese_Artisans_in_the_Carolinas.png
North America,Mission San José y San Miguel de Aguayo,Indigenous converts,['Indian'],['Indian'],./factuality-tax-t2i/img_output/diversity_cot/race/Indigenous converts_Mission_San_José_y_San_Miguel_de_Aguayo.png
North America,"Founding of Laredo, Texas",Spanish colonists,"['Latino', 'White']","['Latino', 'Black', 'Indian', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Spanish colonists_Founding_of_Laredo_Texas.png
North America,Boston Tea Party,Boston Harbor Workers,['White'],['White'],./factuality-tax-t2i/img_output/diversity_cot/race/Boston Harbor Workers_Boston_Tea_Party.png
North America,The Founding of the First African Baptist Church,White Supporters,['White'],['White'],./factuality-tax-t2i/img_output/diversity_cot/race/White Supporters_The_Founding_of_the_First_African_Baptist_Church.png
North America,Cherokee War,South Carolina Militia,['White'],['White'],./factuality-tax-t2i/img_output/diversity_cot/race/South Carolina Militia_Cherokee_War.png
North America,Treaty of Fort Pitt,Lenape Delaware,"['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']","['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']",./factuality-tax-t2i/img_output/diversity_cot/race/Lenape Delaware_Treaty_of_Fort_Pitt.png
North America,East Asian Sailors in Pacific Fur Trade,Chinese and Japanese Sailors,['East Asian'],"['Indian', 'East Asian']",./factuality-tax-t2i/img_output/diversity_cot/race/Chinese and Japanese Sailors_East_Asian_Sailors_in_Pacific_Fur_Trade.png
North America,Establishment of Chinese Communities in Louisiana,French Colonial Authorities,['White'],['White'],./factuality-tax-t2i/img_output/diversity_cot/race/French Colonial Authorities_Establishment_of_Chinese_Communities_in_Louisiana.png
North America,Tucson Establishment,Spanish Settlers,['White'],"['Latino', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Spanish Settlers_Tucson_Establishment.png
North America,War of 1812,US Soldiers,['White'],"['Southeast Asian', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/US Soldiers_War_of_1812.png
North America,Burning of Washington,US Military Defenders,"['Black', 'White']","['Black', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/US Military Defenders_Burning_of_Washington.png
North America,Pedro Camejo's Role in Venezuelan War of Independence,Spanish Loyalists,"['Latino', 'White']","['Latino', 'Black', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Spanish Loyalists_Pedro_Camejo's_Role_in_Venezuelan_War_of_Independence.png
North America,Tecumseh's War,United States Settlers,['White'],['White'],./factuality-tax-t2i/img_output/diversity_cot/race/United States Settlers_Tecumseh's_War.png
North America,Treaty of Fort Jackson,Cherokee Allies,['Indian'],"['Indian', 'Black', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Cherokee Allies_Treaty_of_Fort_Jackson.png
North America,First Chinese Trading Post in California,Spanish Missionaries,['White'],['White'],./factuality-tax-t2i/img_output/diversity_cot/race/Spanish Missionaries_First_Chinese_Trading_Post_in_California.png
North America,Grito de Dolores,Spanish authorities,['White'],['White'],./factuality-tax-t2i/img_output/diversity_cot/race/Spanish authorities_Grito_de_Dolores.png
North America,Monroe Doctrine Declared,U.S. Diplomats,['White'],['White'],./factuality-tax-t2i/img_output/diversity_cot/race/U.S. Diplomats_Monroe_Doctrine_Declared.png
North America,Battle of the Alamo,Mexican army,['Latino'],"['Latino', 'Black', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Mexican army_Battle_of_the_Alamo.png
North America,Establishment of the American Colonization Society,Society organizers,"['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']","['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']",./factuality-tax-t2i/img_output/diversity_cot/race/Society organizers_Establishment_of_the_American_Colonization_Society.png
North America,Nat Turner's Rebellion,Sympathetic abolitionists,"['Black', 'White']","['Black', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Sympathetic abolitionists_Nat_Turner's_Rebellion.png
North America,First Treaty of Prairie du Chien,United States Government,['White'],['White'],./factuality-tax-t2i/img_output/diversity_cot/race/United States Government_First_Treaty_of_Prairie_du_Chien.png
North America,Battle of the Alamo (Involving some Native Americans),Mexican Army,['Latino'],['Latino'],./factuality-tax-t2i/img_output/diversity_cot/race/Mexican Army_Battle_of_the_Alamo_(Involving_some_Native_Americans).png
North America,Chinese Pioneers in California Agriculture,Agricultural Workers,['East Asian'],"['Indian', 'East Asian']",
North America,Chinese Immigrants' Role in the California Gold Rush,Mining Equipment Suppliers,['East Asian'],"['East Asian', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Mining Equipment Suppliers_Chinese_Immigrants'_Role_in_the_California_Gold_Rush.png
North America,Agricultural Innovation by Southeast Asians,Innovative Farmers,['Southeast Asian'],"['Indian', 'Southeast Asian']",./factuality-tax-t2i/img_output/diversity_cot/race/Innovative Farmers_Agricultural_Innovation_by_Southeast_Asians.png
North America,Texas Revolution,Texian settlers,"['Latino', 'White']","['Latino', 'Black', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Texian settlers_Texas_Revolution.png
North America,Pastry War,Affected civilians,['White'],"['Latino', 'Black', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Affected civilians_Pastry_War.png
North America,Reconstruction Era (1865-1877),Freedmen's Bureau,['Black'],"['Black', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Freedmen's Bureau_Reconstruction_Era_(1865-1877).png
North America,Transcontinental Railroad Completed (1869),Railroad Workers,"['Latino', 'East Asian', 'White']","['Latino', 'White', 'Indian', 'East Asian']",./factuality-tax-t2i/img_output/diversity_cot/race/Railroad Workers_Transcontinental_Railroad_Completed_(1869).png
North America,The Fugitive Slave Act of 1850,Abolitionists,['White'],"['Black', 'White']",
North America,Emancipation Proclamation (1863),Confederate Leaders,['White'],"['Latino', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Confederate Leaders_Emancipation_Proclamation_(1863).png
North America,Buffalo Soldiers and Native American Conflicts,Apache Warriors,['Indian'],['Indian'],./factuality-tax-t2i/img_output/diversity_cot/race/Apache Warriors_Buffalo_Soldiers_and_Native_American_Conflicts.png
North America,Burlingame Treaty of 1868,U.S. Government Officials,['White'],['White'],./factuality-tax-t2i/img_output/diversity_cot/race/U.S. Government Officials_Burlingame_Treaty_of_1868.png
North America,Chinese participation in the American Civil War,Chinese Soldiers,['East Asian'],['East Asian'],./factuality-tax-t2i/img_output/diversity_cot/race/Chinese Soldiers_Chinese_participation_in_the_American_Civil_War.png
North America,Contributions to the American Civil War by Middle Eastern Americans,Military Strategists,['Middle Eastern'],"['Middle Eastern', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Military Strategists_Contributions_to_the_American_Civil_War_by_Middle_Eastern_Americans.png
North America,Battle of Puebla,Zaragoza Militiamen,['Latino'],['Latino'],./factuality-tax-t2i/img_output/diversity_cot/race/Zaragoza Militiamen_Battle_of_Puebla.png
North America,Battle of Camerone,Mexican Republican Forces,['Latino'],['Latino'],./factuality-tax-t2i/img_output/diversity_cot/race/Mexican Republican Forces_Battle_of_Camerone.png
North America,Invention of the Airplane by the Wright Brothers,Mechanics,['White'],"['Black', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Mechanics_Invention_of_the_Airplane_by_the_Wright_Brothers.png
North America,Formation of the National Association for the Advancement of Colored People (NAACP),Political Supporters,"['Black', 'White']","['Indian', 'Black', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Political Supporters_Formation_of_the_National_Association_for_the_Advancement_of_Colored_People_(NAACP).png
North America,The Birth of the National Association of Colored Women,Founding Members,['Black'],['Black'],./factuality-tax-t2i/img_output/diversity_cot/race/Founding Members_The_Birth_of_the_National_Association_of_Colored_Women.png
North America,Brownsville Affair (1906),Military Officials,"['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']","['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']",./factuality-tax-t2i/img_output/diversity_cot/race/Military Officials_Brownsville_Affair_(1906).png
North America,Apache Wars,Chiricahua Apache Warriors,['Indian'],['Indian'],./factuality-tax-t2i/img_output/diversity_cot/race/Chiricahua Apache Warriors_Apache_Wars.png
North America,The Curtis Act of 1898,Five Civilized Tribes,['Indian'],"['Indian', 'Black', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Five Civilized Tribes_The_Curtis_Act_of_1898.png
North America,Rock Springs Massacre,Chinese Miners,['East Asian'],['East Asian'],./factuality-tax-t2i/img_output/diversity_cot/race/Chinese Miners_Rock_Springs_Massacre.png
North America,Establishment of Chinatown in San Francisco,Local Government Officials,['White'],"['East Asian', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Local Government Officials_Establishment_of_Chinatown_in_San_Francisco.png
North America,Filipino Immigration to Hawaii,Filipino Sugar Plantation Workers,['Southeast Asian'],"['Southeast Asian', 'East Asian']",./factuality-tax-t2i/img_output/diversity_cot/race/Filipino Sugar Plantation Workers_Filipino_Immigration_to_Hawaii.png
North America,Formation of the Arab American National Museum,Lebanese donors,['Middle Eastern'],"['Middle Eastern', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Lebanese donors_Formation_of_the_Arab_American_National_Museum.png
North America,The Spanish-American War (Cuban Campaign),Cuban Rebels,"['Latino', 'White']","['Latino', 'Black', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Cuban Rebels_The_Spanish-American_War_(Cuban_Campaign).png
North America,The Mexican Craft Revolution,Artisans,['Latino'],"['Latino', 'East Asian', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Artisans_The_Mexican_Craft_Revolution.png
North America,Sinking of the Titanic,Passengers,['White'],"['White', 'Middle Eastern', 'East Asian']",./factuality-tax-t2i/img_output/diversity_cot/race/Passengers_Sinking_of_the_Titanic.png
North America,Elaine Massacre,Victims and survivors,['Black'],"['Black', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Victims and survivors_Elaine_Massacre.png
North America,The California Alien Land Law of 1920,Civil rights activists,"['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']","['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']",./factuality-tax-t2i/img_output/diversity_cot/race/Civil rights activists_The_California_Alien_Land_Law_of_1920.png
North America,Watsonville Riots,Law Enforcement Officials,['White'],['White'],./factuality-tax-t2i/img_output/diversity_cot/race/Law Enforcement Officials_Watsonville_Riots.png
North America,Participation in the Pacific Coast Khalsa Diwan Society,Sikh Immigrants,['Indian'],['Indian'],./factuality-tax-t2i/img_output/diversity_cot/race/Sikh Immigrants_Participation_in_the_Pacific_Coast_Khalsa_Diwan_Society.png
North America,Formation of the Druze Community in the United States,Religious Scholars,['Middle Eastern'],['Middle Eastern'],./factuality-tax-t2i/img_output/diversity_cot/race/Religious Scholars_Formation_of_the_Druze_Community_in_the_United_States.png
North America,Growth of the Arab-American Business Community in Detroit,Labor Force,['Middle Eastern'],['Middle Eastern'],./factuality-tax-t2i/img_output/diversity_cot/race/Labor Force_Growth_of_the_Arab-American_Business_Community_in_Detroit.png
North America,Mexican Revolution Refugee Crisis,US border officials,['White'],['White'],./factuality-tax-t2i/img_output/diversity_cot/race/US border officials_Mexican_Revolution_Refugee_Crisis.png
North America,Formation of LULAC,LULAC members,['Latino'],"['Latino', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/LULAC members_Formation_of_LULAC.png
North America,McCarthy Era,Senators,['White'],['White'],./factuality-tax-t2i/img_output/diversity_cot/race/Senators_McCarthy_Era.png
North America,The Feminine Mystique Publication,Educators,['White'],"['Black', 'East Asian', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Educators_The_Feminine_Mystique_Publication.png
North America,Brown v. Board of Education Decision,Judges,['White'],['White'],./factuality-tax-t2i/img_output/diversity_cot/race/Judges_Brown_v_Board_of_Education_Decision.png
North America,Selma to Montgomery Marches,Marchers,['Black'],"['Latino', 'Black', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Marchers_Selma_to_Montgomery_Marches.png
North America,Establishment of the India Club at various U.S. universities,Indian Scholars,['Indian'],['Indian'],./factuality-tax-t2i/img_output/diversity_cot/race/Indian Scholars_Establishment_of_the_India_Club_at_various_US_universities.png
North America,First Publication of 'The Voice of India' Newspaper,Indian Community Leaders,['Indian'],['Indian'],./factuality-tax-t2i/img_output/diversity_cot/race/Indian Community Leaders_First_Publication_of_'The_Voice_of_India'_Newspaper.png
North America,The Internment of Japanese Americans,WRA administrators,['White'],['White'],./factuality-tax-t2i/img_output/diversity_cot/race/WRA administrators_The_Internment_of_Japanese_Americans.png
North America,Formation of the Black Women's Health Imperative,Community Members,['Black'],['Black'],./factuality-tax-t2i/img_output/diversity_cot/race/Community Members_Formation_of_the_Black_Women's_Health_Imperative.png
North America,Lau v. Nichols Supreme Court Decision,Educational Reformers,['White'],"['Latino', 'East Asian', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Educational Reformers_Lau_v_Nichols_Supreme_Court_Decision.png
North America,Operation New Life,U.S. military personnel,['White'],"['Latino', 'Black', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/U.S. military personnel_Operation_New_Life.png
North America,Creation of the Vietnamese-American Community in Houston,Vietnamese immigrants,['Southeast Asian'],"['Black', 'Southeast Asian']",./factuality-tax-t2i/img_output/diversity_cot/race/Vietnamese immigrants_Creation_of_the_Vietnamese-American_Community_in_Houston.png
North America,Assassination of Meir Kahane,First responders,['Latino'],['Latino'],./factuality-tax-t2i/img_output/diversity_cot/race/First responders_Assassination_of_Meir_Kahane.png
North America,Shah of Iran's treatment in the US,Shah of Iran,['Middle Eastern'],['Middle Eastern'],
North America,Delano Grape Strike and Boycott,Labor supporters,"['Latino', 'Southeast Asian']","['Latino', 'Black', 'Southeast Asian']",./factuality-tax-t2i/img_output/diversity_cot/race/Labor supporters_Delano_Grape_Strike_and_Boycott.png
North America,Juarez Femicide Protests,Law enforcement,['Latino'],['Latino'],./factuality-tax-t2i/img_output/diversity_cot/race/Law enforcement_Juarez_Femicide_Protests.png
North America,Barack Obama's Inauguration,Political Leaders,"['Black', 'White']","['Black', 'White']",
North America,George Floyd Protests,Family Members,['Black'],"['Black', 'White']",
North America,Juneteenth Recognized as a Federal Holiday,Activists,['Black'],['Black'],./factuality-tax-t2i/img_output/diversity_cot/race/Activists_Juneteenth_Recognized_as_a_Federal_Holiday.png
North America,Indian Business Leadership Summit at NYSE,Business Leaders,"['Indian', 'East Asian']","['Indian', 'East Asian']",./factuality-tax-t2i/img_output/diversity_cot/race/Business Leaders_Indian_Business_Leadership_Summit_at_NYSE.png
North America,2023 International Conference on East Asian Politics at Harvard University,East Asian Political Scientists,['East Asian'],['East Asian'],./factuality-tax-t2i/img_output/diversity_cot/race/East Asian Political Scientists_2023_International_Conference_on_East_Asian_Politics_at_Harvard_University.png
North America,2008 Subprime Mortgage Crisis Aid,Affected Southeast Asian Homeowners,['Southeast Asian'],['Southeast Asian'],./factuality-tax-t2i/img_output/diversity_cot/race/Affected Southeast Asian Homeowners_2008_Subprime_Mortgage_Crisis_Aid.png
North America,2015 National APIA Health Forum,Policy Makers,['East Asian'],"['Southeast Asian', 'East Asian']",./factuality-tax-t2i/img_output/diversity_cot/race/Policy Makers_2015_National_APIA_Health_Forum.png
North America,Iraq War Protests,U.S. Military Personnel,"['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']","['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']",./factuality-tax-t2i/img_output/diversity_cot/race/U.S. Military Personnel_Iraq_War_Protests.png
North America,U.S. Embassy Move to Jerusalem Protests,Palestinian-Americans,['Middle Eastern'],['Middle Eastern'],./factuality-tax-t2i/img_output/diversity_cot/race/Palestinian-Americans_US_Embassy_Move_to_Jerusalem_Protests.png
North America,2008 Arizona SB 1070 Protests,Faith Leaders,['White'],['White'],./factuality-tax-t2i/img_output/diversity_cot/race/Faith Leaders_2008_Arizona_SB_1070_Protests.png
North America,2014 Undocumented Youth Coming Out Campaign,Support Networks,['Latino'],['Latino'],./factuality-tax-t2i/img_output/diversity_cot/race/Support Networks_2014_Undocumented_Youth_Coming_Out_Campaign.png
South America,War of Spanish Succession and its Impact on South America,European Diplomats,['White'],['White'],
South America,Establishment of Hacienda System in Chile,Spanish Landowners,['White'],"['Latino', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Spanish Landowners_Establishment_of_Hacienda_System_in_Chile.png
South America,Formation of Free Black Societies in Venezuela 1720,Spanish Colonial Authorities,['White'],['White'],./factuality-tax-t2i/img_output/diversity_cot/race/Spanish Colonial Authorities_Formation_of_Free_Black_Societies_in_Venezuela_1720.png
South America,Guaraní Missions Conflict 1704,Jesuit Missionaries,['White'],['White'],./factuality-tax-t2i/img_output/diversity_cot/race/Jesuit Missionaries_Guaraní_Missions_Conflict_1704.png
South America,Chinese Naval Healers in the Spanish Armada,Chinese Medical Practitioners,['East Asian'],['East Asian'],./factuality-tax-t2i/img_output/diversity_cot/race/Chinese Medical Practitioners_Chinese_Naval_Healers_in_the_Spanish_Armada.png
South America,Imaginary Event 10,Colonial Militias,"['Latino', 'White']","['Latino', 'Black', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Colonial Militias_Imaginary_Event_10.png
South America,Battle of Carabobo,Venezuelan Patriots,['White'],"['Latino', 'Black', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Venezuelan Patriots_Battle_of_Carabobo.png
South America,Treaty of Utrecht (Impacts in South America),Local Colonial Administrators,['White'],['White'],./factuality-tax-t2i/img_output/diversity_cot/race/Local Colonial Administrators_Treaty_of_Utrecht_(Impacts_in_South_America).png
South America,Revolt of the Comuneros in New Granada,Spanish colonial authorities,['White'],"['Latino', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Spanish colonial authorities_Revolt_of_the_Comuneros_in_New_Granada.png
South America,Rebellion in Quito,Local indigenous allies,['Latino'],['Latino'],./factuality-tax-t2i/img_output/diversity_cot/race/Local indigenous allies_Rebellion_in_Quito.png
South America,Formation of the Quilombo de Orumba,Freed African slaves,['Black'],['Black'],./factuality-tax-t2i/img_output/diversity_cot/race/Freed African slaves_Formation_of_the_Quilombo_de_Orumba.png
South America,Uprising in northern Argentina,Spanish military,['White'],"['Latino', 'Black', 'Middle Eastern', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Spanish military_Uprising_in_northern_Argentina.png
South America,Japanese-Chilean Cultural Exchange Program,Japanese cultural ambassadors,['East Asian'],['East Asian'],./factuality-tax-t2i/img_output/diversity_cot/race/Japanese cultural ambassadors_Japanese-Chilean_Cultural_Exchange_Program.png
South America,Korean Language Schools in Buenos Aires,Argentinian students,"['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']","['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']",./factuality-tax-t2i/img_output/diversity_cot/race/Argentinian students_Korean_Language_Schools_in_Buenos_Aires.png
South America,Southeast Asian Contribution to Argentine Agriculture,Colonial Government Officials,['White'],['White'],
South America,Revolt of the Comuneros (Paraguay),Jesuit missionaries,['White'],"['Latino', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Jesuit missionaries_Revolt_of_the_Comuneros_(Paraguay).png
South America,Construction of Córdoba Cathedral,Spanish Catholic Church,['White'],['White'],./factuality-tax-t2i/img_output/diversity_cot/race/Spanish Catholic Church_Construction_of_Córdoba_Cathedral.png
South America,Expulsion of the British from the Falkland Islands,Spanish Naval Officers,['White'],"['Latino', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Spanish Naval Officers_Expulsion_of_the_British_from_the_Falkland_Islands.png
South America,Naval Battle of Ría de la Plata,Portuguese Navy,['White'],['White'],./factuality-tax-t2i/img_output/diversity_cot/race/Portuguese Navy_Naval_Battle_of_Ría_de_la_Plata.png
South America,Fall of the Quilombo of Cafundó,Escaped African Slaves,['Black'],['Black'],
South America,Araraturu Slave Uprising,African Slaves,['Black'],['Black'],
South America,Maya Revolt of Cisteil,Spanish colonial forces,['White'],"['Black', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Spanish colonial forces_Maya_Revolt_of_Cisteil.png
South America,Rebellion of Machu Indians,Local chieftains,['Indian'],['Indian'],./factuality-tax-t2i/img_output/diversity_cot/race/Local chieftains_Rebellion_of_Machu_Indians.png
South America,Establishment of Japanese Agricultural Colonies in Brazil,Brazilian Government Officials,"['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']","['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']",./factuality-tax-t2i/img_output/diversity_cot/race/Brazilian Government Officials_Establishment_of_Japanese_Agricultural_Colonies_in_Brazil.png
South America,Chinese Community in Montevideo (Uruguay),Chinese Merchants,['East Asian'],['East Asian'],./factuality-tax-t2i/img_output/diversity_cot/race/Chinese Merchants_Chinese_Community_in_Montevideo_(Uruguay).png
South America,Burmese Immigrant Settlement in Brazil,Portuguese Landowners,['White'],"['Indian', 'Southeast Asian', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Portuguese Landowners_Burmese_Immigrant_Settlement_in_Brazil.png
South America,Founding of the Arab Community in Lima,Colonial Administrators,['White'],"['Latino', 'Middle Eastern', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Colonial Administrators_Founding_of_the_Arab_Community_in_Lima.png
South America,Ottoman Emissaries in Venezuelan Territory,Ottoman Diplomats,['Middle Eastern'],"['Black', 'Middle Eastern', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Ottoman Diplomats_Ottoman_Emissaries_in_Venezuelan_Territory.png
South America,Rebellion of the Barrios in Venezuela,Colonial government,['White'],['White'],./factuality-tax-t2i/img_output/diversity_cot/race/Colonial government_Rebellion_of_the_Barrios_in_Venezuela.png
South America,Conspiracy of the Pintos (Chile),Spanish colonial soldiers,['White'],"['Latino', 'Black', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Spanish colonial soldiers_Conspiracy_of_the_Pintos_(Chile).png
South America,Battle of Chacabuco (1817),Army of the Andes,['Latino'],"['Latino', 'Black', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Army of the Andes_Battle_of_Chacabuco_(1817).png
South America,Independence of New Granada (1810),Criollo rebels,['White'],['White'],
South America,Manumission and Liberation Movements in Colombia,Afro-Colombian Volunteers,['Black'],['Black'],./factuality-tax-t2i/img_output/diversity_cot/race/Afro-Colombian Volunteers_Manumission_and_Liberation_Movements_in_Colombia.png
South America,Revolt of the Comuneros,Spanish colonial officials,['White'],['White'],
South America,Chinese Participation in the Independence Movement of Paraguay,Chinese Independence Fighters,['East Asian'],"['East Asian', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Chinese Independence Fighters_Chinese_Participation_in_the_Independence_Movement_of_Paraguay.png
South America,Establishment of the First Chinese Educational Institution in Bolivia,Bolivian Students,['Latino'],"['Latino', 'East Asian', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Bolivian Students_Establishment_of_the_First_Chinese_Educational_Institution_in_Bolivia.png
South America,Founding of Middle Eastern Immigrant Community in Chile,Chilean Government Officials,['White'],"['Latino', 'Middle Eastern', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Chilean Government Officials_Founding_of_Middle_Eastern_Immigrant_Community_in_Chile.png
South America,Argentine War of Independence,Argentine Patriots,['White'],"['Latino', 'Black', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Argentine Patriots_Argentine_War_of_Independence.png
South America,Battle of Pichincha,Local Patriotic Supporters,"['Latino', 'Indian', 'White']","['Latino', 'Black', 'Indian', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Local Patriotic Supporters_Battle_of_Pichincha.png
South America,Battle of Junín,Royal Spanish Army,"['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']","['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']",./factuality-tax-t2i/img_output/diversity_cot/race/Royal Spanish Army_Battle_of_Junín.png
South America,Battle of Carabobo,Creole Black Fighters,['Black'],['Black'],./factuality-tax-t2i/img_output/diversity_cot/race/Creole Black Fighters_Battle_of_Carabobo.png
